,CRN,Subject,Course,Section,Campus,Credit,title,Days,time,Section capacity,Section Actual,Section Remaining,Waitlist Capacity,Waitlist Actual,Waitlist Remaining,Crosslist Capacity,Crosslist Actual,Crosslist Remaining,Instructor,Data(MM/DD),Location ,Attribute,detail
4930,27630.0,PSIS,4191,VC,5,2,Caps Proj & Senior Thesis I,nan,TBA,25.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0,Peter K Ghavami (P),08/27-12/15,TBA,nan,"The capstone project allows either the conduct of significant independent research or the design and implementation of a real-world project. Either choice is a means for students to use the knowledge and skills they have acquired throughout the program. For most students, the capstone project can showcase their skills via a comprehensive written report or a portfolio that can be presented to future employers."
4931,28546.0,PSLD,6221,LD,ARL,2,Landscape Plants for Fall,nan,TBA,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,Billy R. Rorrer (P),08/27-12/10,TBA,nan,
4932,28547.0,PSLD,6223,LD,ARL,2,Landscape Plants for Spring,nan,TBA,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,Billy R. Rorrer (P),08/27-12/10,TBA,Sustainability Courses,
4933,28548.0,PSLD,6225,LD,ARL,2,Landscape Plants for Summer,nan,TBA,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,Billy R. Rorrer (P),08/27-12/10,TBA,nan,
4934,24980.0,PSLD,6265,LD,ARL,1,Native Plants II,SU,09:00 am-06:00 pm,15.0,4.0,11.0,0.0,0.0,0.0,15.0,4.0,11,"Ann B Aldrich (P), Mary Katherine Sper",08/19-09/18,ARLGTN 103,nan,Continuation of PSLD 6264. Identification and use of native plant species that are sustainable due to their evolution as part of its local ecosystem.
4935,24981.0,PSLD,6268,LD,ARL,2,Sustainable Design Methods,SU,09:00 am-06:00 pm,15.0,5.0,10.0,0.0,0.0,0.0,15.0,5.0,10,Susan Soulia Abraham (P),09/21-10/29,ARLGTN 102,MBA Prof - Sustainability,
4936,21897.0,PSLM,6202,DL,7,3,ApplyingStrategic&BusPlanning,nan,TBA,20.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0,Carl Leonard (P),08/27-12/10,ON LINE,nan,"Team projects using a simulated law firm case study, including practice group and office profitability analysis, market assessments, creation of strategic plans, and merger analyses. Prerequisite: PSLM 6201."
4937,23677.0,PSLM,6207,DL,7,3,Process Improvement Law Firms,nan,TBA,20.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0,Carl Leonard (P),08/27-10/20,ON LINE,nan,"Development of charters for major projects in law firms, applying skills pertaining to managing change and conflict. Prerequisite: PSLM 6206."
4938,23678.0,PSLM,6208,LM,X,3,Legal Technology and KM,MFSU,08:30 am-05:30 pm,20.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0,Carl Leonard (P),10/12-10/15,ALEX 204,nan,"Key elements of knowledge management, including development of a knowledge management strategy. Prerequisite: PSLM 6207."
4939,22086.0,PSLX,6210,EM,EMB,3,American Jurisprudence,nan,TBA,50.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0,"Ethel Fay Hong Badawi (P), Jackie Van Dyke",08/27-12/02,ON LINE,nan,"An introduction to the foundations, theories, history, and applications of the American legal system; local, state, and federal courts and sources of law; and ethics and professionalism issues of especial importance to paralegals."
494,28102.0,BISC,1005,11,1,3,Biology of Nutrition & Health,MW,11:10 am-12:00 pm,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Halli Sigal Weiner (P), Tara Alicia Scully",08/27-12/10,DUQUES 151,Gen Ed: Nat or Phys Sci and ESIA-Science(2010) and Sust Minor: Green Leaf Track A and Sustainability Courses,"A study of the human body and food-related health issues through the examination of the nutritional needs of the human body, digestion, genetics, and life experiences/exposures. Laboratory fee. Credit cannot be earned for both BISC 1005 and BISC 1007."
4940,21898.0,PSLX,6210,LX,X,3,American Jurisprudence,T,06:30 pm-09:00 pm,30.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Toni E Marsh (P),08/27-10/20,ALEX 204,nan,"An introduction to the foundations, theories, history, and applications of the American legal system; local, state, and federal courts and sources of law; and ethics and professionalism issues of especial importance to paralegals."
4941,22100.0,PSLX,6211,EM,EMB,3,Legal Research and Writing,nan,TBA,60.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0,"Diane Norris Morgan (P), Megan Dwyer Beckman",08/27-12/02,ON LINE,nan,Fundamentals of legal research using print and online tools.
4942,21899.0,PSLX,6211,LX,X,3,Legal Research and Writing,R,06:30 pm-09:00 pm,30.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0,Lawrence J Ross (P),08/27-12/10,ALEX 217,nan,Fundamentals of legal research using print and online tools.
4943,27483.0,PSLX,6225,EM1,EMB,3,Business Entities,nan,TBA,50.0,23.0,27.0,0.0,0.0,0.0,0.0,0.0,0,"Russell R. Clark (P), Jennifer C. Rampulla",08/27-10/07,ON LINE,nan,"Overview of business organizations, including partnerships, limited liability companies, and corporations. Key concepts applicable to business organizations, including regulation, business formation, document preparation. Application of legal analysis within the context of business entities and other topics applicable to paralegals in all disciplines."
4944,27422.0,PSLX,6227,EM1,EMB,3,Intellectual Property Law,nan,TBA,50.0,19.0,31.0,0.0,0.0,0.0,0.0,0.0,0,"Roger Chung-Ming Pao (P), Meghan Cain Parente",08/27-10/07,ON LINE,CCAS - Dramatic Lit.-Perf&Prod,"Introduction to the legal structure of an intellectual property practice. Trademarks, copyrights, and patents and the supporting practice concomitant to each element. Analysis of the processes, supporting documentation, laws, and rules regarding patent prosecution and litigation. This course complements and builds upon the legal issues and analysis introduced in the courses on contracts, business entities, and litigation."
4945,25256.0,PSLX,6294,EM,EMB,2,Independent Research,nan,TBA,24.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0,Lisa L. Leibow (P),08/27-12/02,ON LINE,nan,"Guided, independent research to demonstrate the higher level of competency in research, analysis, writing, and oral presentation. Restricted to students in the MPS in paralegal studies programs."
4946,25255.0,PSLX,6294,LX,X,2,Independent Research,nan,TBA,24.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0,Donald R Cravins (P),08/27-12/10,TBA,nan,"Guided, independent research to demonstrate the higher level of competency in research, analysis, writing, and oral presentation. Restricted to students in the MPS in paralegal studies programs."
4947,25291.0,PSLX,6298,EM,EMB,0,Paralegal Practicum,nan,TBA,24.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0,Toni E Marsh (P),08/27-12/02,ON LINE,nan,"Students work in legal environments while completing their studies, taking active roles to obtain, manage, and maximize the value of their positions. Restricted to students in the MPS in paralegal studies program."
4948,23271.0,PSPB,6201,DE,7,3,Book and Journal Publishing,nan,TBA,45.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0,Dean J. Smith (P),08/27-12/10,ON LINE,nan,"Overview of the book and journal publishing industry and the opportunities and challenges it presents. Major functions of a publishing house and stages of publishing, including editorial, design, production, sales, marketing, and distribution. Publishing house finances."
4949,21750.0,PSPB,6201,PB,X,3,Book and Journal Publishing,R,06:00 pm-09:00 pm,35.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0,"William Woodrow Finan (P), Yelba Ruth Quinn",08/27-12/10,ALEX 220,nan,"Overview of the book and journal publishing industry and the opportunities and challenges it presents. Major functions of a publishing house and stages of publishing, including editorial, design, production, sales, marketing, and distribution. Publishing house finances."
495,22363.0,BISC,1005,30,1,0,Laboratory,T,09:30 am-11:20 am,22.0,22.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Tara Alicia Scully (P),08/27-12/10,BELL 207,Gen Ed: Nat or Phys Sci and ESIA-Science(2010) and Sust Minor: Green Leaf Track A and Sustainability Courses,"A study of the human body and food-related health issues through the examination of the nutritional needs of the human body, digestion, genetics, and life experiences/exposures. Laboratory fee. Credit cannot be earned for both BISC 1005 and BISC 1007."
4950,24224.0,PSPB,6221,DE,7,2,"Publishing Mgmt, Org, Strategy",nan,TBA,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Kimberly M. Schmelzinger (P),08/27-10/20,ON LINE,nan,"Organizational and management structures; planning, innovative thinking, and leadership applied within an organization to maximize competitive advantage; short-range operational and long-range strategic issues relevant to book, journal, magazine, newspaper, and online publishers."
4951,23272.0,PSPB,6251,DE,7,2,Fundamentals of E-publishing,nan,TBA,45.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0,"Michael J. Jensen (P), John W. Warren",08/27-12/10,ON LINE,nan,"Overview of e-publishing; the digital transformation in publishing its reshaping of the industry; evolving publishing business models, publishing standards and technology, and the social and ethical context of e-publishing."
4952,21751.0,PSPB,6251,PB,X,2,Fundamentals of E-publishing,T,06:00 pm-09:00 pm,31.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0,"Michael J. Jensen (P), John W. Warren",08/27-12/10,ALEX 210,nan,"Overview of e-publishing; the digital transformation in publishing its reshaping of the industry; evolving publishing business models, publishing standards and technology, and the social and ethical context of e-publishing."
4953,26517.0,PSPB,6256,DE,7,2,E-Publishing Technologies,nan,TBA,30.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0,"Anthony J Julien (P), Maria Cecilia Galarza",08/27-10/20,TBA,nan,"Overview of current and emerging content technologies; software and hardware components of a typical publishing system, the enabling standards, and publishing systems architecture. Restricted to students in the MPS in publishing program. Prerequisite: PSPB 6251."
4954,26518.0,PSPB,6256,PB,X,2,E-Publishing Technologies,M,06:00 pm-09:00 pm,30.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0,Anthony J Julien (P),08/27-10/20,ALEX 210,nan,"Overview of current and emerging content technologies; software and hardware components of a typical publishing system, the enabling standards, and publishing systems architecture. Restricted to students in the MPS in publishing program. Prerequisite: PSPB 6251."
4955,23447.0,PSPB,6261,DE,7,2,"Edit.Content,Rights,Permission",nan,TBA,35.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0,Puja Telikicherla (P),08/27-10/20,ON LINE,nan,The meaning of rights in the publishing world; what editors need to know in order to negotiate terms for rights that they wish to acquire; how the emerging electronic and digital marketplace affects permissions and rights.
4956,22595.0,PSPB,6261,PB,X,2,"Edit.Content,Rights,Permission",R,06:00 pm-09:00 pm,30.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0,Puja Telikicherla (P),08/27-10/20,ALEX 216,nan,The meaning of rights in the publishing world; what editors need to know in order to negotiate terms for rights that they wish to acquire; how the emerging electronic and digital marketplace affects permissions and rights.
4957,23526.0,PSPB,6281,DE,7,1,Ethics in Publishing,nan,TBA,45.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0,John W. Warren (P),08/27-12/10,ON LINE,nan,Ethical issues in contemporary publishing; analysis and proposed resolution of ethical problems. Restricted to second-year students in the MPS in publishing program.
4958,28362.0,PSPL,6202,DE,7,3,Policy Issues and Analysis,nan,TBA,20.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0,Natalie Kay Houghtby-Haddon (P),08/27-12/10,ON LINE,nan,"This course is intended to prepare leaders to effectively conduct and lead policy analysis efforts, and to be a more informed consumer of policy findings and recommendations prepared by others. As such, it will focus on the process of developing policy recommendations, and approaches and tools useful in implementing and evaluating public policy. A variety of approaches will be used to strengthen students’ understanding of the foundational concepts of policy analysis,the analysis process, and the techniques and tools required to effectively implement that process. This will include readings, lecturettes, case studies, whole class/small group discussions,examination of current policy issues in the news, reflections on personal experience, and application of the policy analysis process to real world issues. There will also be exploration of some the critical competencies that today’s leaders need to effectively contribute to the policy analysis process (e.g. critical thinking, executive perspective, team leadership/influence). Particular emphasis will be placed on understanding how these concepts apply in organizational situations."
4959,28541.0,PSPL,6206,DE,7,3,PPP and Contract Mgmt,nan,TBA,20.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0,William E Sharp (P),08/27-12/10,ON LINE,nan,.
496,22362.0,BISC,1005,31,1,0,Laboratory,T,11:40 am-01:30 pm,22.0,22.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Tara Alicia Scully (P),08/27-12/10,BELL 207,Gen Ed: Nat or Phys Sci and ESIA-Science(2010) and Sust Minor: Green Leaf Track A and Sustainability Courses,"A study of the human body and food-related health issues through the examination of the nutritional needs of the human body, digestion, genetics, and life experiences/exposures. Laboratory fee. Credit cannot be earned for both BISC 1005 and BISC 1007."
4960,24150.0,PSPR,6201,EM1,EMB,3,SPR Principles & Practice,nan,TBA,100.0,27.0,73.0,0.0,0.0,0.0,0.0,0.0,0,"Janis T. Page (P), Nicholas D. Fleming",08/27-10/07,ON LINE,nan,"Basic rules and strategies in public relations. Major trends, major firms, and types of business and expertise. Digital media and integrated media communications."
4961,22081.0,PSPR,6201,PR,X,3,SPR Principles & Practice,T,07:10 pm-09:40 pm,35.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0,Lawrence J. Parnell (P),08/27-12/10,ALEX 215,nan,"Basic rules and strategies in public relations. Major trends, major firms, and types of business and expertise. Digital media and integrated media communications."
4962,22082.0,PSPR,6202,PR,X,3,Adv PR Writing,W,07:10 pm-09:40 pm,35.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0,Lesley Jeanne Lopez (P),08/27-12/10,ALEX 216,nan,.
4963,27626.0,PSPR,6203,EM1,EMB,3,Rsrch Methods for PR & PA Mgrs,nan,TBA,100.0,14.0,86.0,0.0,0.0,0.0,0.0,0.0,0,Forrest William Anderson (P),08/27-10/07,ON LINE,nan,
4964,27628.0,PSPR,6208,EM1,EMB,3,Integrated Marketing/Comm,nan,TBA,100.0,31.0,69.0,0.0,0.0,0.0,0.0,0.0,0,"Yanique L. Griffin-Woodall (P), Jeremy Bennett Bustin",08/27-10/07,ON LINE,nan,The evolution of integrated marketing communications as a means by which for-profit and nonprofit enterprises extend the reach and influence of public relations and public affairs; traditional and non-traditional communications approaches and technologies. Recommended background: degree candidacy in the MPS in the Field of Strategic Public Relations program and/or graduate status in the School of Business or School of Media and Public Affairs.
4965,22101.0,PSPR,6208,PR,X,3,Integrated Marketing/Comm,R,07:10 pm-09:40 pm,35.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0,Mark R Phillips (P),08/27-12/10,ALEX 212,nan,The evolution of integrated marketing communications as a means by which for-profit and nonprofit enterprises extend the reach and influence of public relations and public affairs; traditional and non-traditional communications approaches and technologies. Recommended background: degree candidacy in the MPS in the Field of Strategic Public Relations program and/or graduate status in the School of Business or School of Media and Public Affairs.
4966,28321.0,PSPR,6226,PR,X,3,Digital Communications,M,07:10 pm-09:40 pm,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0,Geoffrey Livingston (P),08/27-12/10,ALEX 220,nan,"Theories and approach to digital communications and review of major digital platforms used by companies, government agencies, nonprofits and associations to accomplish strategic communications goals and objectives."
4967,21647.0,PSTD,1010,10,1,3,Intro-PStd & Conflict Resolutn,MF,03:45 pm-05:00 pm,26.0,26.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Eli S. McCarthy (P),08/27-12/10,TOMP 205,GWSB-Cult.&Political Diversity and GWSB-Humanities Elective and GenEd:Crit Analysis Humanities and CCAS: Oral Communication and CCAS:GlobalCrossCultural and ESIA-ConflRes Conc,"Major thinkers and themes in the field of peace studies and conflict resolution. Focus on philosophical and religious foundations of peace and justice movements in the twentieth century. Examination of peace and conflict through an interdisciplinary lens and on personal, local, and international levels."
4968,24273.0,PSTD,1010,11,1,3,Intro-PStd & Conflict Resolutn,MW,04:45 pm-06:00 pm,25.0,26.0,-1.0,999.0,0.0,999.0,0.0,0.0,0,Anthony Bryan Jenkins (P),08/27-12/10,PHIL 109,GWSB-Cult.&Political Diversity and GWSB-Humanities Elective and GenEd:Crit Analysis Humanities and CCAS: Oral Communication and CCAS:GlobalCrossCultural and ESIA-ConflRes Conc,"Major thinkers and themes in the field of peace studies and conflict resolution. Focus on philosophical and religious foundations of peace and justice movements in the twentieth century. Examination of peace and conflict through an interdisciplinary lens and on personal, local, and international levels."
4969,23328.0,PSTD,3190,10,1,3,Peace Studies Project,R,11:10 am-01:00 pm,15.0,15.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Irene Oh Koukios (P),08/27-12/10,PHIL 109,nan,Capstone seminar for peace studies majors and minors in their junior or senior year. Taken concurrently with a relevant internship or as part of a long-term research project to probe the relationship between peace studies and conflict resolution in practice and in theory. Offered in the fall semester only. Restricted to peace studies majors and minors.
497,23197.0,BISC,1005,32,1,0,Laboratory,W,10:00 am-11:50 am,22.0,21.0,1.0,999.0,0.0,999.0,0.0,0.0,0,Tara Alicia Scully (P),08/27-12/10,BELL 207,Gen Ed: Nat or Phys Sci and ESIA-Science(2010) and Sust Minor: Green Leaf Track A and Sustainability Courses,"A study of the human body and food-related health issues through the examination of the nutritional needs of the human body, digestion, genetics, and life experiences/exposures. Laboratory fee. Credit cannot be earned for both BISC 1005 and BISC 1007."
4970,22931.0,PSUS,6201,UP,ARL,3,Principles of Sustainability,R,06:00 pm-09:00 pm,25.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0,Andrew William Bernish (P),08/27-12/10,ARLGTN 608,nan,"The environmental, social, and economic elements of sustainability. Present and future challenges, including environmental management, energy policy, financial crises, global warming, inequality, public education, third and first world slums, the success and failure of nations, urban agriculture, urban economics, and more. The implications of sustainable development and conducting research based on evidenced-based policy. Students focus on the work of researchers outside of the planning field as they write a series of research essays containing reviews of relevant scientific literature."
4971,22932.0,PSUS,6202,UP,ARL,3,Urban Economics,W,06:00 pm-09:00 pm,25.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0,John I. Carruthers (P),08/27-12/10,ARLGTN 601,nan,"The application of neoclassical economics to problems faced by practitioners of the field of sustainable urban and regional planning. Key economic concepts including supply and demand, consumption and production, markets and market failure, and measurement of environmental and other non-market commodities. An economist’s perspective on the principals and methods for understanding urban and environmental challenges and solutions, urban growth, environmental quality, public policy, and other issues fundamental to contemporary development."
4972,22933.0,PSUS,6203,UP,ARL,3,Research Methods,M,06:00 pm-09:00 pm,25.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0,"Mesbah J. Motamed (P), Negin Askarzadeh",08/27-12/10,ARLGTN 617,nan,Developing proficiency in geographic information systems (GIS) and econometric analysis; building and analyzing spatial datasets using ArcGIS and Stata statistical software.
4973,25234.0,PSUS,6212,UP,ARL,3,Sustainable Communities I,T,06:00 pm-09:00 pm,25.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0,John Vernon Thomas (P),08/27-12/10,ARLGTN 613,MBA Prof - Sustainability,"Community development with a focus on policy and the various sectors of interest that affect contemporary urbanization. How policies, planning techniques, and implementation strategies form the core work of planning practitioners. Topics include water supply, food deserts, public health, and urban resilience. Pathways to more sustainable communities are explored through the policy arenas in which key decisions are made; key sectors that make up the fabric of communities; and special topics that have emerged as critical challenges for sustainable community development."
4974,23261.0,PSUS,6224,UP,ARL,3,Sustainable Energy,T,06:00 pm-09:00 pm,20.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0,Scott Sklar (P),08/27-12/10,ARLGTN 103,nan,"Resource management and renewable energy technologies. Vulnerabilities of existing urban structures, particularly the energy grid. Implications of and solutions to energy-related problems likely to arise in present and future cities."
4975,23262.0,PSUS,6230,UP,ARL,3,Sustainable Comm Design Studio,R,06:00 pm-09:00 pm,20.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0,Sandra F Whitehead (P),08/27-12/10,ARLGTN 606,MBA Prof - Sustainability,.
4976,23269.0,PSUS,6231,UP,ARL,3,Practicum: SustTechMgt&Pol,nan,TBA,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0,John I. Carruthers (P),08/27-12/10,ARLGTN,nan,
4977,23270.0,PSUS,6233,UP,ARL,3,Capstone,nan,TBA,15.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0,John I. Carruthers (P),08/27-12/10,TBA,nan,"The SUP Capstone is a self-paced project specific to individual students, conducted under the supervision of a faculty member/s of the student's choice. The capstone is a significant piece of research that ties the student's broader experience in the Sustainable Urban Planning Program together – and brings their cumulative learning to bear on a research question / topic / project of their choice and definition. The capstone is intended to be a piece of exemplary work that the student can use to help them get to the ""next level."" That is, the capstone is a project that demonstrates the students capabilities and ability to work independently – it might be used, for example, as a sample of work in the job application process. Capstone projects may take the form of academic research papers; applied policy briefs; posters; executive training courses; and more. The capstone is no less (and no more) than a full semester's worth of intensive work on a particular project; it is NOT a thesis, as defined by the George Washington University. Ideally, the capstone project is of sufficient quality that it is worth of being presented at a meeting of the American Planning Association (local chapter or national meeting) or other relevant professional context."
4978,28147.0,PSUS,6235,UP,ARL,3,Park& PublicFacilitiesPlanning,W,06:00 pm-09:00 pm,15.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0,Eliza Berlow Voigt (P),08/27-12/10,ARLGTN 606,nan,.
4979,23495.0,PSUS,6265,UP,ARL,1,Native Plants II,SU,09:00 am-06:00 pm,15.0,0.0,15.0,0.0,0.0,0.0,15.0,4.0,11,"Ann B Aldrich (P), Mary Katherine Sper",08/19-09/18,ARLGTN 103,nan,
498,22357.0,BISC,1005,33,1,0,Laboratory,R,05:00 pm-06:50 pm,22.0,23.0,-1.0,999.0,0.0,999.0,0.0,0.0,0,Tara Alicia Scully (P),08/27-12/10,BELL 207,Gen Ed: Nat or Phys Sci and ESIA-Science(2010) and Sust Minor: Green Leaf Track A and Sustainability Courses,"A study of the human body and food-related health issues through the examination of the nutritional needs of the human body, digestion, genetics, and life experiences/exposures. Laboratory fee. Credit cannot be earned for both BISC 1005 and BISC 1007."
4980,26877.0,PSUS,6268,UP,ARL,2,Sustainable Design Methods,SU,09:00 am-06:00 pm,15.0,0.0,15.0,0.0,0.0,0.0,15.0,5.0,10,Susan Soulia Abraham (P),09/21-10/29,ARLGTN 102,nan,
4981,27981.0,PSYC,1000,10,1,3,Science in the District,T,12:45 pm-03:15 pm,19.0,19.0,0.0,900.0,0.0,900.0,0.0,0.0,0,Stephen Mitroff (P),08/27-12/10,MPA 302,GenEd:Crit Analysis Social Sci,The Dean’s Seminars provide Columbian College first-year students focused scholarship on specific intellectual challenges. Topics vary by semester; see department for more details.
4982,20463.0,PSYC,1001,10,1,3,General Psychology,MW,09:35 am-10:50 am,90.0,90.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Stephen Lee Forssell (P),08/27-12/10,SMTH 114,GWSB-Humanities Elective,Fundamental principles underlying human behavior.
4983,20464.0,PSYC,1001,11,1,3,General Psychology,TR,04:45 pm-06:00 pm,100.0,86.0,14.0,999.0,0.0,999.0,0.0,0.0,0,Danny Benbassat (P),08/27-12/10,DUQUES 151,GWSB-Humanities Elective,Fundamental principles underlying human behavior.
4984,20465.0,PSYC,1001,12,1,3,General Psychology,TR,12:45 pm-02:00 pm,100.0,95.0,5.0,999.0,0.0,999.0,0.0,0.0,0,Sarah Kate Calabrese (P),08/27-12/10,DUQUES 151,GWSB-Humanities Elective,Fundamental principles underlying human behavior.
4985,20833.0,PSYC,1001,13,1,3,General Psychology,TR,12:45 pm-02:00 pm,100.0,97.0,3.0,999.0,0.0,999.0,0.0,0.0,0,Dennis E. Schell (P),08/27-12/10,PHIL B156,GWSB-Humanities Elective,Fundamental principles underlying human behavior.
4986,20466.0,PSYC,1001,14,1,3,General Psychology,MW,02:20 pm-03:35 pm,100.0,99.0,1.0,999.0,0.0,999.0,0.0,0.0,0,Stephen Lee Forssell (P),08/27-12/10,1957 E 113,GWSB-Humanities Elective,Fundamental principles underlying human behavior.
4987,25583.0,PSYC,1001,15,1,3,General Psychology,TR,09:35 am-10:50 am,100.0,97.0,3.0,999.0,0.0,999.0,0.0,0.0,0,Dennis E. Schell (P),08/27-12/10,PHIL B156,GWSB-Humanities Elective,Fundamental principles underlying human behavior.
4988,22406.0,PSYC,1001,16,1,3,General Psychology,MW,04:45 pm-06:00 pm,100.0,99.0,1.0,999.0,0.0,999.0,0.0,0.0,0,Stephen Lee Forssell (P),08/27-12/10,1957 E B12,GWSB-Humanities Elective,Fundamental principles underlying human behavior.
4989,20685.0,PSYC,2011,10,1,3,Abnormal Psychology,TR,02:20 pm-03:35 pm,65.0,65.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Mary E. Janke (P),08/27-12/10,FNGR 221,GWSB-Humanities Elective and GenEd:Crit Analysis Social Sci,"Causes, diagnosis, treatment, and theories of various types of maladjustments and mental disorders. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Prerequisite: PSYC 1001."
499,22358.0,BISC,1005,34,1,0,Laboratory,T,06:10 pm-08:00 pm,22.0,21.0,1.0,999.0,0.0,999.0,0.0,0.0,0,Tara Alicia Scully (P),08/27-12/10,BELL 207,Gen Ed: Nat or Phys Sci and ESIA-Science(2010) and Sust Minor: Green Leaf Track A and Sustainability Courses,"A study of the human body and food-related health issues through the examination of the nutritional needs of the human body, digestion, genetics, and life experiences/exposures. Laboratory fee. Credit cannot be earned for both BISC 1005 and BISC 1007."
4990,21048.0,PSYC,2011,11,1,3,Abnormal Psychology,TR,09:35 am-10:50 am,75.0,71.0,4.0,999.0,0.0,999.0,0.0,0.0,0,Sherry Davis Molock (P),08/27-12/10,1957 E B17,GWSB-Humanities Elective and GenEd:Crit Analysis Social Sci,"Causes, diagnosis, treatment, and theories of various types of maladjustments and mental disorders. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Prerequisite: PSYC 1001."
4991,28089.0,PSYC,2011,12,1,3,Abnormal Psychology,TR,11:10 am-12:25 pm,70.0,67.0,3.0,999.0,0.0,999.0,0.0,0.0,0,Mary E. Janke (P),08/27-12/10,COR 101,GWSB-Humanities Elective and GenEd:Crit Analysis Social Sci,"Causes, diagnosis, treatment, and theories of various types of maladjustments and mental disorders. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Prerequisite: PSYC 1001."
4992,20686.0,PSYC,2012,10,1,3,Social Psychology,MW,02:20 pm-03:35 pm,65.0,65.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Michelle Stock (P),08/27-12/10,FNGR 222,GWSB-Humanities Elective and GenEd:Crit Analysis Social Sci,"Social foundations of behavior: cognition, motivation, role behavior, communication, small-group processes, and attitudes. Prerequisite: PSYC 1001."
4993,24690.0,PSYC,2012,11,1,3,Social Psychology,TR,12:45 pm-02:00 pm,65.0,65.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Tonya L. Dodge (P),08/27-12/10,FNGR 220,GWSB-Humanities Elective and GenEd:Crit Analysis Social Sci,"Social foundations of behavior: cognition, motivation, role behavior, communication, small-group processes, and attitudes. Prerequisite: PSYC 1001."
4994,27532.0,PSYC,2012,12,1,3,Social Psychology,MW,04:45 pm-06:00 pm,65.0,60.0,5.0,999.0,0.0,999.0,0.0,0.0,0,Janine Beha Beekman (P),08/27-12/10,FNGR 103,GWSB-Humanities Elective and GenEd:Crit Analysis Social Sci,"Social foundations of behavior: cognition, motivation, role behavior, communication, small-group processes, and attitudes. Prerequisite: PSYC 1001."
4995,21468.0,PSYC,2013,10,1,3,Developmental Psychology,MW,11:10 am-12:25 pm,65.0,65.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Amber Shriver (P),08/27-12/10,FNGR 222,GWSB-Humanities Elective and GenEd:Crit Analysis Social Sci,"Introduction to the study of human development; theory and research concerning changes in physical, cognitive, and social functioning and influences on the developing individual. Prerequisite: PSYC 1001."
4996,24691.0,PSYC,2013,11,1,3,Developmental Psychology,TR,02:20 pm-03:35 pm,90.0,84.0,6.0,999.0,0.0,999.0,0.0,0.0,0,Marguerite Elizabeth Barratt (P),08/27-12/10,MPA 310,GWSB-Humanities Elective and GenEd:Crit Analysis Social Sci,"Introduction to the study of human development; theory and research concerning changes in physical, cognitive, and social functioning and influences on the developing individual. Prerequisite: PSYC 1001."
